CITY,CUS_CUST_ID_BUY,GENDER,RANGO_EDAD,TARJETAS,ESTADO
cordoba,156054191,male,02.Entre 18 y 25 años,Credit Card,cordoba
resistencia,46731963,male,06.Entre 41 y 55 años,Credit Card,chaco
caba,71820813,female,04.Entre 31 y 35 años,Debit Card,capital federal
lomas d zamora,444062386,female,00. Sin Dato,Account Money,buenos aires
el volcan,40854277,male,04.Entre 31 y 35 años,Account Money,gran buenos aires
paso de los libres,56709129,Unknown,04.Entre 31 y 35 años,Account Money,corrientes
mendoza,220664506,male,02.Entre 18 y 25 años,Debit Card,mendoza
san jose del rincon,99323476,male,03.Entre 26 y 30 años,Account Money,santa fe
san miguel,135542366,female,06.Entre 41 y 55 años,Debit Card,capital federal
palermo,339846996,male,02.Entre 18 y 25 años,Credit Card,capital federal
lomas de zamora,355923304,male,03.Entre 26 y 30 años,Debit Card,buenos aires
campana,161653933,female,05.Entre 36 y 40 años,Debit Card,capital federal
general san martin,131079653,female,06.Entre 41 y 55 años,Credit Card,capital federal
retiro,91800097,male,06.Entre 41 y 55 años,Credit Card,buenos aires
del viso,92305430,female,06.Entre 41 y 55 años,Account Money,buenos aires
junin,223397775,Unknown,02.Entre 18 y 25 años,Ticket,buenos aires
caseros,55279674,male,04.Entre 31 y 35 años,Credit Card,buenos aires
el bolson,292468315,female,02.Entre 18 y 25 años,Debit Card,rio negro
quilmes,193203683,female,02.Entre 18 y 25 años,Credit Card,buenos aires
caba,308657332,female,00. Sin Dato,Debit Card,capital federal
floresta,316689592,Unknown,00. Sin Dato,Account Money,capital federal
caba,96353150,female,04.Entre 31 y 35 años,Credit Card,capital federal
retiro,30563300,female,03.Entre 26 y 30 años,Debit Card,capital federal
platanos,129715187,Unknown,07.Entre 56 y 65 años,Credit Card,buenos aires
martinez,116207998,male,05.Entre 36 y 40 años,Credit Card,buenos aires
sarandi,174837828,Unknown,00. Sin Dato,Account Money,buenos aires
capital,348632414,female,04.Entre 31 y 35 años,Account Money,santiago del estero
ramos mejia,48917695,female,02.Entre 18 y 25 años,Debit Card,buenos aires
,15567991,male,07.Entre 56 y 65 años,Credit Card,chaco
liniers,129121806,female,00. Sin Dato,Credit Card,capital federal
ciudad autonoma de buenos aires,93513963,female,06.Entre 41 y 55 años,Credit Card,capital federal
berazategui,251443127,female,02.Entre 18 y 25 años,Debit Card,buenos aires
san nicolas,81917288,female,06.Entre 41 y 55 años,Debit Card,buenos aires
mar del plata,232710750,female,03.Entre 26 y 30 años,Account Money,buenos aires
luis guillon,173767353,male,02.Entre 18 y 25 años,Debit Card,buenos aires
comodoro rivadavia,237672312,male,03.Entre 26 y 30 años,Credit Card,chubut
,60239316,male,02.Entre 18 y 25 años,Debit Card,buenos aires
caba,324805969,male,06.Entre 41 y 55 años,Account Money,capital federal
vicente lopez,83773263,female,04.Entre 31 y 35 años,Credit Card,buenos aires
buenos aires,29449191,male,04.Entre 31 y 35 años,Credit Card,capital federal
abasto,114584541,female,03.Entre 26 y 30 años,Debit Card,capital federal
belgrano,65470948,female,06.Entre 41 y 55 años,Credit Card,capital federal
pergamino,151117196,female,05.Entre 36 y 40 años,Credit Card,buenos aires
rosario,142621895,male,07.Entre 56 y 65 años,Credit Card,cordoba
capital federal,59260687,male,04.Entre 31 y 35 años,Credit Card,entre rios
la plata,153272052,female,04.Entre 31 y 35 años,Credit Card,buenos aires
alta gracia,26548681,male,06.Entre 41 y 55 años,Account Money,cordoba
la plata,77375743,male,05.Entre 36 y 40 años,Account Money,buenos aires
san nicolas de los arroyos,168757591,female,03.Entre 26 y 30 años,Credit Card,buenos aires
lanus,313709783,female,03.Entre 26 y 30 años,Credit Card,buenos aires
san jose,193171013,female,03.Entre 26 y 30 años,Credit Card,buenos aires
25 de mayo,95919023,male,06.Entre 41 y 55 años,Credit Card,buenos aires
san isidro,59615997,male,00. Sin Dato,Credit Card,buenos aires
villa adelina,252380772,female,00. Sin Dato,Account Money,capital federal
caba,155034652,Unknown,04.Entre 31 y 35 años,Account Money,capital federal
san miguel de tucuman,147631547,female,04.Entre 31 y 35 años,Debit Card,entre rios
capital federal,53598974,male,06.Entre 41 y 55 años,Account Money,capital federal
banfield,165133531,female,06.Entre 41 y 55 años,Credit Card,buenos aires
godoy cruz,152760296,female,03.Entre 26 y 30 años,Credit Card,mendoza
moron,345668751,male,04.Entre 31 y 35 años,Account Money,buenos aires
caba,228244552,male,00. Sin Dato,Account Money,capital federal
san justo,92735807,male,05.Entre 36 y 40 años,Credit Card,buenos aires
el socorro,79020824,male,06.Entre 41 y 55 años,Credit Card,buenos aires
,24813434,male,06.Entre 41 y 55 años,Credit Card,capital federal
ostende,386287344,female,06.Entre 41 y 55 años,Credit Card,buenos aires
barracas,211658261,female,04.Entre 31 y 35 años,Credit Card,capital federal
florencio varela,208399732,female,06.Entre 41 y 55 años,Credit Card,buenos aires
bahia blanca,58941311,male,06.Entre 41 y 55 años,Debit Card,buenos aires
miramar,341889027,female,07.Entre 56 y 65 años,Credit Card,buenos aires
ensenada,271236157,female,02.Entre 18 y 25 años,Credit Card,buenos aires
avellaneda,95867702,female,06.Entre 41 y 55 años,Credit Card,buenos aires
paternal,71412022,female,02.Entre 18 y 25 años,Credit Card,capital federal
,52837906,female,06.Entre 41 y 55 años,Debit Card,buenos aires
lanus,292288158,female,03.Entre 26 y 30 años,Debit Card,buenos aires
banfield,307189503,male,02.Entre 18 y 25 años,Debit Card,buenos aires
godoy cruz,431379824,male,04.Entre 31 y 35 años,Account Money,mendoza
puerto madero,133262609,female,04.Entre 31 y 35 años,Credit Card,buenos aires
temperley,310647622,female,04.Entre 31 y 35 años,Account Money,buenos aires
san carlos de bariloche,57694137,male,07.Entre 56 y 65 años,Account Money,rio negro
castelar,129158304,male,03.Entre 26 y 30 años,Credit Card,buenos aires
rosario,307016186,male,06.Entre 41 y 55 años,Debit Card,entre rios
cordoba,192042422,female,04.Entre 31 y 35 años,Debit Card,cordoba
taco pozo,170654710,male,04.Entre 31 y 35 años,Debit Card,chaco
buenos aires,102983628,male,03.Entre 26 y 30 años,Account Money,capital federal
chacarita,347317666,male,04.Entre 31 y 35 años,Account Money,catamarca
rafael calzada,1027361,male,03.Entre 26 y 30 años,Credit Card,buenos aires
c.a.b.a,30392151,male,08.Mayor de 65 años,Credit Card,capital federal
canning,173846618,male,02.Entre 18 y 25 años,Account Money,buenos aires
palermo,236966262,male,02.Entre 18 y 25 años,Debit Card,capital federal
saavedra,36445703,male,03.Entre 26 y 30 años,Credit Card,capital federal
centenario,65123533,female,06.Entre 41 y 55 años,Ticket,neuquen
,90276148,male,05.Entre 36 y 40 años,Debit Card,buenos aires
caba,143573814,Unknown,04.Entre 31 y 35 años,Debit Card,capital federal
,71470401,male,05.Entre 36 y 40 años,Credit Card,buenos aires
villa general mitre,190070667,male,05.Entre 36 y 40 años,Credit Card,buenos aires
caba,56730377,male,03.Entre 26 y 30 años,Credit Card,buenos aires
quilmes,189839038,male,06.Entre 41 y 55 años,Credit Card,capital federal
moron,38148692,female,05.Entre 36 y 40 años,Debit Card,buenos aires
bahia blanca,154381496,female,06.Entre 41 y 55 años,Credit Card,buenos aires
mar de ajo,176017176,female,02.Entre 18 y 25 años,Debit Card,buenos aires
mataderos,227990611,male,06.Entre 41 y 55 años,Debit Card,capital federal
san miguel de tucuman,71535594,female,04.Entre 31 y 35 años,Credit Card,tucuman
corrientes,207549529,Unknown,04.Entre 31 y 35 años,Credit Card,corrientes
san justo,89554516,female,06.Entre 41 y 55 años,Credit Card,buenos aires
san antonio de padua,76072594,female,06.Entre 41 y 55 años,Account Money,buenos aires
rafael castillo,172522774,female,03.Entre 26 y 30 años,Account Money,buenos aires
capital federal,91797182,female,04.Entre 31 y 35 años,Credit Card,capital federal
,68763148,female,04.Entre 31 y 35 años,Credit Card,buenos aires
pilar,259694237,female,02.Entre 18 y 25 años,Credit Card,buenos aires
capital federal,24037028,male,07.Entre 56 y 65 años,Credit Card,buenos aires
vinchina,312845226,female,02.Entre 18 y 25 años,Credit Card,la rioja
moron,248182518,male,03.Entre 26 y 30 años,Debit Card,buenos aires
villa real,329218009,male,02.Entre 18 y 25 años,Credit Card,capital federal
olavarria,388132103,female,05.Entre 36 y 40 años,Account Money,capital federal
san antonio ( fray mamerto esquiu),232862125,male,03.Entre 26 y 30 años,Credit Card,catamarca
dean funes,149106924,male,07.Entre 56 y 65 años,Credit Card,cordoba
jujuy,228233088,male,03.Entre 26 y 30 años,Credit Card,jujuy
merlo,35447984,female,00. Sin Dato,Account Money,san luis
cordoba,101241338,male,04.Entre 31 y 35 años,Credit Card,cordoba
caba,233220874,male,02.Entre 18 y 25 años,Debit Card,buenos aires
quilmes oeste,119944534,female,06.Entre 41 y 55 años,Account Money,buenos aires
don torcuato,211547409,female,04.Entre 31 y 35 años,Credit Card,buenos aires
"malargue, barrio llancanelo",12770747,male,06.Entre 41 y 55 años,Credit Card,neuquen
caba,137021272,male,02.Entre 18 y 25 años,Credit Card,capital federal
trenquelauquen,40817432,male,05.Entre 36 y 40 años,Credit Card,buenos aires
gonzalez catan,339133551,female,02.Entre 18 y 25 años,Account Money,buenos aires
parana,44842964,male,02.Entre 18 y 25 años,Debit Card,entre rios
moreno,181984548,Unknown,05.Entre 36 y 40 años,Debit Card,buenos aires
,51952421,male,04.Entre 31 y 35 años,Debit Card,buenos aires
avellaneda,52072163,female,04.Entre 31 y 35 años,Credit Card,buenos aires
caba,92945921,male,03.Entre 26 y 30 años,Debit Card,santa fe
posadas,188351280,male,05.Entre 36 y 40 años,Account Money,misiones
san martin,144607114,female,04.Entre 31 y 35 años,Account Money,capital federal
berazategui,165357906,male,06.Entre 41 y 55 años,Credit Card,buenos aires
caba,83763845,male,05.Entre 36 y 40 años,Credit Card,capital federal
rosario,87138547,male,04.Entre 31 y 35 años,Credit Card,santa fe
florencio varela,144742819,male,03.Entre 26 y 30 años,Credit Card,buenos aires
buenos aires,24132500,female,07.Entre 56 y 65 años,Credit Card,capital federal
remedios de escalada,53485222,female,05.Entre 36 y 40 años,Credit Card,buenos aires
moron,175372464,female,06.Entre 41 y 55 años,Ticket,buenos aires
virrey del pino,59289338,male,06.Entre 41 y 55 años,Account Money,buenos aires
necochea,154752018,male,06.Entre 41 y 55 años,Credit Card,buenos aires
buenos aires,43279388,female,06.Entre 41 y 55 años,Credit Card,capital federal
palermo,258041675,male,02.Entre 18 y 25 años,Account Money,capital federal
esperanza,314459204,Unknown,02.Entre 18 y 25 años,Account Money,capital federal
san isidro,41163646,female,05.Entre 36 y 40 años,Credit Card,buenos aires
coronel suarez,375904653,female,06.Entre 41 y 55 años,Account Money,buenos aires
cordoba,184090287,male,00. Sin Dato,Account Money,cordoba
laus,239722169,male,01.Menor de 18 años,Debit Card,tierra del fuego
jose marmol,149884319,male,03.Entre 26 y 30 años,Credit Card,buenos aires
capital federal,55024017,female,05.Entre 36 y 40 años,Credit Card,capital federal
maipu,144323073,male,03.Entre 26 y 30 años,Ticket,buenos aires
uspallata,391185528,male,06.Entre 41 y 55 años,Account Money,mendoza
balvanera,51459978,male,03.Entre 26 y 30 años,Debit Card,capital federal
parque patricios,25420685,male,04.Entre 31 y 35 años,Debit Card,capital federal
san luis,191404364,female,02.Entre 18 y 25 años,Ticket,san luis
san rafael,390300720,male,07.Entre 56 y 65 años,Debit Card,mendoza
melincue,110245356,female,05.Entre 36 y 40 años,Credit Card,santa fe
general san martin,53540892,female,06.Entre 41 y 55 años,Debit Card,buenos aires
berazategui,163973067,female,04.Entre 31 y 35 años,Account Money,buenos aires
san miguel del monte,342254979,female,06.Entre 41 y 55 años,Debit Card,buenos aires
rawson,240776067,female,06.Entre 41 y 55 años,Ticket,san juan
san fernando del valle de catamarca,227300650,male,04.Entre 31 y 35 años,Account Money,catamarca
cordoba,12530104,male,06.Entre 41 y 55 años,Credit Card,cordoba
"almirante brown, adrogue",384795720,female,02.Entre 18 y 25 años,Credit Card,buenos aires
monserrat,231572070,female,06.Entre 41 y 55 años,Credit Card,capital federal
parana,201092633,male,00. Sin Dato,Credit Card,entre rios
,69495990,female,04.Entre 31 y 35 años,Credit Card,buenos aires
buenos aires,49998814,male,03.Entre 26 y 30 años,Credit Card,capital federal
del viso,360475438,female,02.Entre 18 y 25 años,Credit Card,buenos aires
jose c paz,168213083,female,02.Entre 18 y 25 años,Debit Card,buenos aires
monte grande,223347691,male,03.Entre 26 y 30 años,Credit Card,buenos aires
mar del plata,59435874,female,05.Entre 36 y 40 años,Account Money,buenos aires
monserrat,68656761,male,05.Entre 36 y 40 años,Credit Card,capital federal
caba,277488910,female,00. Sin Dato,Credit Card,capital federal
,94817127,male,04.Entre 31 y 35 años,Account Money,rio negro
belgrano,222472942,Unknown,00. Sin Dato,Account Money,buenos aires
tigre,76066991,male,06.Entre 41 y 55 años,Credit Card,buenos aires
posadas,370262470,male,04.Entre 31 y 35 años,Account Money,misiones
facultad de medicina,30719468,male,04.Entre 31 y 35 años,Credit Card,capital federal
ramallo,69467162,female,06.Entre 41 y 55 años,Credit Card,buenos aires
santa fe,299421481,female,04.Entre 31 y 35 años,Account Money,santa fe
caballito,45194472,male,06.Entre 41 y 55 años,Account Money,capital federal
tres arroyos,65336606,female,06.Entre 41 y 55 años,Credit Card,buenos aires
retiro,145091399,male,03.Entre 26 y 30 años,Credit Card,capital federal
rio colorado,118599381,female,06.Entre 41 y 55 años,Credit Card,rio negro
caba,80668894,male,04.Entre 31 y 35 años,Credit Card,capital federal
arrecifes,201197197,male,02.Entre 18 y 25 años,Credit Card,buenos aires
,77226471,male,06.Entre 41 y 55 años,Credit Card,buenos aires
ciudad autonoma de buenos aires,77697893,female,04.Entre 31 y 35 años,Credit Card,capital federal
"capital, quinta seccion mendoza",235236946,male,04.Entre 31 y 35 años,Credit Card,capital federal
tandil,318551073,male,06.Entre 41 y 55 años,Account Money,buenos aires
buenos aires,13254973,male,05.Entre 36 y 40 años,Credit Card,capital federal
quilmes,217986651,Unknown,00. Sin Dato,Account Money,buenos aires
lanus oeste,155362062,female,03.Entre 26 y 30 años,Debit Card,buenos aires
boedo,57719362,female,05.Entre 36 y 40 años,Credit Card,capital federal
,35728706,female,05.Entre 36 y 40 años,Credit Card,salta
villa adelina,87103311,male,05.Entre 36 y 40 años,Credit Card,buenos aires
manuel b. gonnet,164666372,male,02.Entre 18 y 25 años,Account Money,buenos aires
"retiro, bs as",80381084,male,05.Entre 36 y 40 años,Debit Card,capital federal
paso grande,145887381,female,05.Entre 36 y 40 años,Credit Card,san luis
lanus - escalada,154917585,male,02.Entre 18 y 25 años,Account Money,buenos aires
rosario,145560175,female,04.Entre 31 y 35 años,Debit Card,santa fe
poman,399433656,female,02.Entre 18 y 25 años,Credit Card,la rioja
san miguel de tucuman,22043550,female,03.Entre 26 y 30 años,Debit Card,salta
martinez,169075352,female,05.Entre 36 y 40 años,Credit Card,capital federal
capital federal,77980849,female,08.Mayor de 65 años,Credit Card,buenos aires
plaza italia,59450678,female,07.Entre 56 y 65 años,Ticket,buenos aires
retiro,21174854,male,00. Sin Dato,Debit Card,capital federal
rosario,185128067,female,05.Entre 36 y 40 años,Credit Card,santa fe
san nicolas,325354551,male,00. Sin Dato,Debit Card,capital federal
banfield,226856756,male,02.Entre 18 y 25 años,Account Money,buenos aires
avellaneda,169787726,male,02.Entre 18 y 25 años,Debit Card,buenos aires
"la matanza, lomas del mirador",57882540,male,06.Entre 41 y 55 años,Credit Card,capital federal
caballito,55504026,male,04.Entre 31 y 35 años,Account Money,capital federal
villa ramallo,28763535,male,06.Entre 41 y 55 años,Credit Card,buenos aires
la plata,4414274,Unknown,04.Entre 31 y 35 años,Credit Card,buenos aires
junin,374853075,female,06.Entre 41 y 55 años,Account Money,buenos aires
retiro,49264519,male,03.Entre 26 y 30 años,Credit Card,capital federal
caba,109573360,female,03.Entre 26 y 30 años,Debit Card,capital federal
san andres,43102447,female,04.Entre 31 y 35 años,Credit Card,buenos aires
mar del plata  los troncos,240999809,female,06.Entre 41 y 55 años,Ticket,buenos aires
recoleta,7370132,female,05.Entre 36 y 40 años,Credit Card,capital federal
gral rodriguez,33352672,Unknown,04.Entre 31 y 35 años,Credit Card,buenos aires
